日期,小红书_koc,抖音_koc,抖音_直播,微博_热搜位,百度_热搜位,长视频_独家冠名,论坛_大V,央视_黄金档硬广,央视_黄金档冠名,央视频,AI_问答类,天猫_站内,天猫_站外,京东_站内,京东_站外,电梯广告_写字楼,电梯广告_小区,商场大屏,机场,高铁,候车亭,户外广告牌,全域投放量,大促热度,市场竞争指数,品牌大众认知指数,品牌社媒搜索指数,品牌电商搜索指数,品牌线上销量指数,品牌线下销量指数
2023/12/2,4826,856,844,65422,2140,58825,688,45533,88840,1109,770,579,783,933,660,9240,5648,34689,13572,33150,8278,2789,76346.03012,67,96,56,4,83,57,92
2023/12/3,6868,3387,569,76863,1474,91012,1521,67015,92637,9818,615,595,964,951,635,5484,8605,27016,57920,33072,8207,7414,73425.37542,56,61,12,24,70,18,38
2023/12/4,7842,1352,729,14527,2159,28138,1117,86869,94687,1024,867,691,553,540,917,9977,5437,7101,11975,36514,8321,8120,110.1440506,4,14,33,96,24,57,42
2023/12/5,1216,879,796,41747,2488,48747,1817,61857,85692,4798,824,702,880,606,752,8359,2550,47832,31478,57356,5324,8575,36945.74873,8,51,77,55,48,54,91
2023/12/6,3402,2271,583,32909,1238,39820,306,69359,72207,6428,913,525,871,818,972,7078,6492,21974,13269,46780,5250,7849,21160.87487,57,30,69,25,24,50,35
2023/12/7,5685,4534,877,20179,587,47427,241,65042,52254,4005,975,711,844,833,596,9045,4080,33987,44646,57850,9043,4591,81493.77654,54,96,65,26,21,50,92
2023/12/8,2579,529,639,59961,2223,64237,407,43987,89996,9056,688,569,781,809,815,6093,6927,16454,44266,22375,5102,7280,86370.3796,74,86,57,58,3,18,80
2023/12/9,8411,3556,553,59158,1817,42767,995,35892,55990,3025,877,850,701,776,998,500,9418,48009,42181,11422,6358,1280,42138.17982,97,50,81,5,10,42,58
2023/12/10,4893,915,622,59865,726,18147,155,56824,63005,6542,618,696,991,853,523,1269,937,26822,59282,19893,8542,8312,66212.64143,43,97,86,47,99,69,89
2023/12/11,2348,1315,500,66740,2774,64359,1844,30816,72450,9321,977,805,783,989,602,6454,2826,12913,41269,50194,5362,1931,52018.79721,72,51,36,41,37,0,49
2023/12/12,6312,3643,990,62430,1900,40287,2083,78962,96208,2226,637,709,737,689,989,4904,7866,40201,30645,38757,9786,4154,16413.49393,39,36,61,82,24,64,13
2023/12/13,9451,3636,958,23968,2540,36770,1118,65282,64002,7020,854,915,885,864,742,8739,9210,54403,13706,55519,7334,8074,4061.718141,99,42,81,18,22,91,91
2023/12/14,3199,4945,538,61055,2460,28388,932,88922,55450,6003,529,680,806,995,638,5499,7106,44453,39281,49783,5936,5417,28094.65067,56,93,36,68,10,80,19
2023/12/15,4481,1761,963,20632,1970,81182,2246,92881,74577,4923,541,717,762,508,654,6232,4860,31504,16426,14273,5267,8903,20339.51473,34,20,25,41,26,68,72
2023/12/16,2728,2667,888,92063,1631,52449,2930,76492,73539,9423,666,739,695,633,773,650,8426,35714,54133,39728,9634,9725,21245.50289,51,26,27,72,0,51,39
2023/12/17,3457,4280,644,67798,523,13067,1688,91538,67093,2075,668,521,572,564,502,4822,4775,52870,12061,55812,6227,6598,16267.4385,82,81,78,22,32,28,53
2023/12/18,9646,3315,942,61951,2734,99748,1621,64222,67602,8678,887,936,554,748,552,5397,9090,57609,34228,30704,7404,2707,5770.571002,38,43,90,29,71,33,11
2023/12/19,8306,1237,764,8930,794,71563,930,77724,62246,3242,583,508,559,686,590,900,6975,6354,50955,29468,8073,3649,43926.23213,11,3,37,47,99,68,32
2023/12/20,7789,4013,728,49180,2251,30371,326,68901,69638,4821,874,715,636,855,835,4010,1671,56438,26408,58818,6875,7766,43687.25936,33,89,37,30,58,63,6
2023/12/21,4617,2460,803,20959,2841,56014,1831,70238,60569,5828,701,817,730,658,710,3163,1251,55657,51069,13279,8849,8768,54196.29414,66,84,61,65,96,41,54
2023/12/22,6264,1840,689,4746,2867,97671,960,47770,78090,3225,639,735,718,965,531,5371,3085,23210,16591,52190,7782,3517,29055.33866,44,70,21,21,2,33,78
2023/12/23,5736,712,793,71838,1762,42901,685,99380,72913,5908,738,815,889,837,630,2388,470,48417,32610,52252,7521,4976,30307.97661,74,25,38,72,32,18,91
2023/12/24,6514,3737,639,97860,2985,55615,1241,96293,52095,9516,995,697,747,775,502,4296,6681,39172,27398,15982,6468,5704,61709.85372,73,77,13,56,28,6,20
2023/12/25,1764,1811,744,19929,2833,80430,1724,37854,95261,3605,720,618,827,761,796,3794,9836,35516,41108,32009,8121,4883,72885.37106,16,58,32,66,63,54,27
2023/12/26,4866,2967,794,32628,2969,67192,276,98486,78465,8496,877,786,859,659,795,7720,1469,37098,27663,27154,5480,5578,61817.05595,86,77,91,37,69,79,12
2023/12/27,1055,4106,579,91552,706,97555,2748,71741,72224,2226,692,958,645,648,569,6843,7933,22326,23285,41939,7789,4349,64271.44038,10,18,38,25,27,65,59
2023/12/28,6881,2850,640,6339,2810,26155,1601,37072,90641,4751,863,619,624,768,595,6328,4426,25272,31463,12130,7479,7656,74882.37212,83,61,93,65,98,94,58
2023/12/29,4185,3616,817,51101,2183,90979,1244,69526,57879,3809,700,514,574,972,591,8567,592,59965,42074,13621,8320,7822,27837.14104,67,5,9,17,31,15,9
2023/12/30,8297,1587,952,92344,448,26902,965,74069,74665,6021,903,880,823,544,824,7319,6119,43947,56234,55050,9127,8624,17420.62696,65,52,97,56,12,39,37
2023/12/31,3560,2707,689,43542,1116,79703,1560,42993,73821,1184,786,823,619,752,756,6340,6160,31303,37267,27174,9388,1876,16195.02935,14,50,39,63,8,70,10
2024/1/1,3541,1401,690,79843,881,86949,2329,98881,52535,2633,568,687,766,514,925,7421,8503,9185,32282,22197,6206,7994,22991.9471,55,61,4,87,51,8,45
2024/1/2,4703,3186,891,83383,2283,48284,2135,78371,91216,6740,529,844,528,790,671,950,2811,32596,20549,23773,6661,5329,45532.28538,41,89,16,35,19,13,1
2024/1/3,5679,4943,907,17533,2173,99012,1537,38531,92506,2366,567,934,963,788,663,3090,5054,23430,41817,38905,7798,3651,63745.58032,68,72,56,61,75,57,9
2024/1/4,3798,4504,585,10648,1117,24882,499,41257,69061,9395,614,756,515,900,642,9296,5538,46057,45130,55239,5275,8170,78034.93163,23,2,45,56,13,88,86
2024/1/5,4677,780,592,59194,1288,96527,218,67675,72172,1943,644,867,830,848,991,9638,1224,38858,46214,38195,8037,1855,29587.56867,59,92,99,53,27,32,11
2024/1/6,3876,3045,537,87442,1436,38635,586,41971,67705,5199,851,750,902,916,556,8376,773,13581,18420,17988,6303,3506,25994.41991,13,48,38,0,17,67,77
2024/1/7,4902,3850,536,37861,2814,69814,1601,41266,99555,5583,787,755,579,883,729,6271,8494,5250,11540,34339,5108,1778,31212.60253,25,43,25,58,6,73,3
2024/1/8,6326,4959,615,50907,1010,93472,1064,32760,53435,9742,558,656,882,717,629,2951,6925,58190,40257,32640,9359,3759,44817.5792,32,23,99,9,36,93,87
2024/1/9,4625,1201,804,8458,1868,12558,2838,47280,66565,5590,747,859,812,514,815,4264,5240,25651,45087,24556,5123,8048,83931.50659,52,4,9,77,45,74,49
2024/1/10,1818,954,850,37385,2534,92893,295,41114,93552,3230,929,670,660,603,530,1673,780,39059,38131,24317,6986,5225,68062.92258,25,31,82,13,77,54,21
2024/1/11,2307,4844,708,14010,1449,30731,2875,72358,50362,5632,531,584,582,909,855,1814,7752,38319,57080,41314,6957,7275,41028.31144,5,51,29,56,86,84,56
2024/1/12,7155,3119,955,26305,870,29179,2273,68687,55389,4030,824,832,718,574,840,8967,2404,41051,48010,55550,5742,4323,5256.797354,46,65,19,39,11,31,10
2024/1/13,2595,1562,604,2469,2116,18698,2181,65686,73414,6502,919,773,913,954,983,8676,2223,11502,15611,17599,7931,8179,10980.08582,24,32,9,30,46,50,20
2024/1/14,8779,2705,857,47393,777,95539,2254,59269,76112,4264,909,742,544,512,534,1937,5328,33565,50002,35961,8832,9222,7310.131602,91,15,72,38,4,25,84
2024/1/15,6344,4334,710,94553,413,62259,666,62255,96181,3868,766,872,539,808,539,5328,3193,39279,54945,47430,9800,1575,75061.68318,49,55,97,71,48,7,65
2024/1/16,5079,1648,959,26140,1409,67900,1114,80737,60281,9963,916,982,754,811,567,9281,2823,51955,38081,35555,8657,8581,72856.30132,90,24,63,72,14,54,47
2024/1/17,3825,3971,753,88342,549,73186,2463,42580,79813,4583,507,816,889,513,927,9899,8473,41738,41046,27036,8300,1734,40375.07409,60,97,94,26,99,19,41
2024/1/18,5394,3626,680,7964,1751,73599,1397,85108,68147,6177,831,570,595,754,940,1484,6698,7659,21280,53653,5298,8454,23450.49872,83,70,19,46,44,0,55
2024/1/19,4630,2829,963,89394,771,30875,1742,55417,73441,9269,597,518,682,740,544,3616,7104,53840,51410,29853,7774,1950,56326.78725,4,84,69,44,54,40,43
2024/1/20,9229,2913,956,32656,2324,78052,1956,87758,73823,6237,730,780,797,901,590,5131,9988,49960,10902,17687,7758,8476,32668.6244,97,50,5,95,20,26,12
2024/1/21,8800,1916,774,48823,614,46468,1322,92042,60348,7072,611,945,900,864,929,3587,5000,13296,43634,43403,5551,3188,29576.07081,31,25,97,66,40,91,26
2024/1/22,8519,2282,590,74350,2529,18932,1761,86141,50312,6174,736,549,893,730,723,8751,3296,22370,54001,17912,9294,7069,75441.7642,34,84,18,65,59,45,8
2024/1/23,9791,553,743,96669,2527,91818,155,59410,78498,7402,878,730,754,738,968,8233,689,39649,49217,20563,7821,9591,31462.03301,77,62,48,20,61,28,15
2024/1/24,8414,3346,785,25977,695,64635,2920,73462,81274,6726,917,592,539,969,617,6722,9885,44359,39932,23357,6752,9716,7940.502295,67,44,43,74,92,39,28
2024/1/25,8613,531,792,37814,944,16686,2921,95344,76870,9223,720,949,900,649,793,3259,9445,19190,34421,12652,7767,2176,54128.90701,98,78,95,63,78,24,81
2024/1/26,8474,1369,535,30087,1172,37691,2996,64946,54656,2292,969,864,621,950,934,9888,5805,26319,47078,20987,5449,1479,6899.282962,20,16,72,71,2,91,74
2024/1/27,6193,2545,628,42430,2628,50179,1345,80527,58664,1652,918,744,508,736,586,5534,6915,35197,34905,43788,8554,2310,23744.50165,92,64,28,90,68,48,94
2024/1/28,2740,2799,998,58975,564,48060,1527,46960,78302,7970,850,648,679,949,636,5572,4207,15691,48510,13087,8175,1351,16098.26883,15,34,19,25,4,91,8
2024/1/29,1871,2964,533,76468,1178,77350,1038,37393,80435,5010,922,947,729,770,668,7776,5708,8094,15479,38028,9656,1948,56297.52305,86,88,81,23,95,76,16
2024/1/30,7769,3622,552,10567,1979,76426,1538,65147,99126,3938,906,613,750,819,829,1532,952,15549,21066,18766,8544,3906,75888.93224,90,93,50,79,81,14,34
2024/1/31,5873,2922,698,62641,2646,63331,1300,52869,58477,9616,787,527,755,732,878,1064,2217,15128,17209,56990,5212,2623,28330.60617,66,65,99,54,74,36,26
2024/2/1,6140,1949,535,61659,1243,97979,1317,82802,71215,2363,702,629,560,785,529,3419,1384,37454,35356,39408,7702,6789,3394.265918,95,66,93,39,91,6,18
2024/2/2,6368,4473,796,94073,1461,16400,2825,50447,77533,2938,845,789,860,556,766,5232,2624,59718,36513,25625,6316,2573,17879.14379,15,14,53,66,50,3,92
2024/2/3,4922,3523,932,77502,1143,22063,868,97781,85695,1120,831,836,809,806,654,802,4717,54245,19801,17882,8547,4758,53366.49626,78,78,73,31,84,24,84
2024/2/4,8563,4055,893,15341,2975,13567,371,69894,84420,1666,542,868,902,533,603,3630,4108,57109,18542,29745,7795,4249,29116.87967,95,80,80,30,58,45,88
2024/2/5,1722,1277,748,86939,2630,64764,2799,89317,70050,7626,776,612,841,558,964,4816,900,5074,34170,40312,6066,5034,5364.842952,75,12,58,37,83,47,51
2024/2/6,4569,2822,875,69988,1661,99932,841,38951,50590,2702,709,681,852,948,657,9045,4525,14670,37477,14302,6037,7648,55677.85906,84,16,88,84,79,81,62
2024/2/7,9256,4070,543,61746,496,17473,1739,60604,81737,1507,546,565,771,964,874,8797,349,44102,21710,44993,9041,5577,59603.06916,97,15,59,4,82,64,21
2024/2/8,6549,1176,931,20641,802,27576,2861,35438,76325,6159,902,670,572,831,736,1500,1002,18203,56506,42602,6808,3920,79333.05556,13,14,71,74,60,72,3
2024/2/9,4961,4404,521,89498,1990,34227,513,46783,83189,9185,903,947,771,696,609,1599,4130,39109,51357,41776,8133,5724,61851.13267,61,32,41,10,89,86,79
2024/2/10,7754,1681,709,77180,2330,65276,1197,93110,78166,4175,875,939,655,820,956,945,4405,13697,55501,45541,8543,9495,12686.58315,50,31,38,86,50,57,73
2024/2/11,9776,1906,780,75879,2227,25799,2423,85106,97779,6042,751,890,634,577,970,2009,1928,34172,39952,55996,8461,3785,46962.6459,91,14,34,56,93,70,65
2024/2/12,1426,3422,686,52979,313,53330,1885,39041,56576,4631,904,818,545,628,579,8777,457,12261,56894,18912,8987,6282,66141.85766,56,17,85,95,60,36,14
2024/2/13,1371,3966,610,15655,520,18134,533,74487,84639,6684,559,680,839,994,763,2537,903,38270,31180,22067,5950,4543,22373.06643,49,96,70,18,18,37,76
2024/2/14,9496,2583,712,71059,1507,74255,2164,37692,81380,5875,522,710,881,954,615,1071,7293,13117,13812,15800,5131,2170,48950.14146,67,66,77,37,18,5,80
2024/2/15,8509,2837,815,75583,2107,10301,377,37632,81190,5640,925,509,590,694,549,1333,6293,11650,17813,35099,8853,3153,8616.995942,96,83,41,86,86,10,66
2024/2/16,7124,2848,974,72450,1091,53070,2192,81686,86287,1285,779,942,651,888,781,4788,9952,59331,12015,55238,7863,6583,10539.93911,21,66,68,2,9,37,33
2024/2/17,2778,3371,687,52003,1656,32210,327,50083,81153,1167,702,986,603,575,926,4381,7214,27754,54238,10234,5018,1076,9989.240276,75,34,11,93,20,12,23
2024/2/18,3838,4232,900,80161,1703,51994,333,47567,96925,8904,588,894,676,561,834,5046,7615,27153,21842,46108,9153,2418,21812.06761,38,63,66,14,63,34,10
2024/2/19,4100,4288,583,71665,2393,24860,2088,45799,51873,3764,762,513,946,757,963,2767,807,11015,30917,32528,8959,3667,55108.95909,72,92,16,2,4,52,54
2024/2/20,6785,4506,976,8075,2044,28098,1972,40559,89788,9907,615,933,645,772,902,9755,7964,33754,56337,37495,6425,5805,63284.32056,39,24,34,59,32,57,82
2024/2/21,2341,4120,776,84921,2753,12189,111,93372,94789,8243,653,990,631,829,940,7106,8877,6843,52760,10010,6630,8878,39595.14169,58,73,72,22,7,75,9
2024/2/22,7908,4196,729,82279,2705,66961,2012,81720,78215,4601,937,764,529,725,983,8112,9767,52469,27961,19318,5709,8606,40569.12538,28,94,34,10,51,20,91
2024/2/23,2594,4187,633,61204,1103,90379,1792,73888,54091,2471,997,695,596,850,898,553,3964,17359,52302,57202,8132,7372,29612.04159,84,20,52,67,88,6,37
2024/2/24,6004,2326,514,20324,932,73703,1981,34641,59835,9238,980,967,836,768,759,9710,1294,45177,16694,28050,7739,9459,10621.17951,38,28,4,69,65,36,87
2024/2/25,7726,599,558,54303,830,11931,1292,48755,59483,1835,646,813,886,862,939,4421,6184,44520,45444,30618,7902,5206,52635.19213,86,46,56,39,87,4,28
2024/2/26,8294,1870,775,86286,1148,15135,599,94848,89721,6852,922,505,849,687,950,8965,4209,48047,30402,35159,5722,2836,19542.30226,17,13,71,64,89,75,72
2024/2/27,1768,1281,895,82356,2124,42787,865,44703,60377,2560,650,679,976,513,529,7903,4193,31787,38014,30407,6465,2777,51972.0743,28,72,61,74,32,44,81
2024/2/28,2841,4322,631,57497,1489,86533,416,72648,95960,9733,851,856,982,537,983,4213,9218,56254,40640,44740,7515,8607,18678.78088,84,95,20,82,46,22,50
2024/2/29,7995,2445,606,6727,600,46648,1924,68860,84249,4154,833,780,635,710,641,1320,4983,42820,30100,13109,9605,8722,11528.25973,65,14,53,88,82,77,80
2024/3/1,4936,2520,705,7700,2390,28713,641,38295,53941,9764,580,643,601,914,697,4758,7857,59481,30132,36830,9447,8907,22626.11684,23,54,35,18,57,49,61
2024/3/2,8753,1657,976,14769,708,29954,1953,39695,96254,6883,654,805,815,544,906,9137,8931,27156,20566,32968,7153,9371,8090.11052,79,36,85,83,80,11,35
2024/3/3,3197,4885,872,8414,936,71902,2867,34774,74042,5754,978,865,856,791,714,4839,5458,48664,36988,51451,6376,7270,14021.14791,90,18,59,3,71,70,6
2024/3/4,1062,536,534,29206,624,42728,2460,74981,80785,8243,845,748,518,809,977,7270,6485,44221,49814,41009,7595,7825,2868.221119,70,51,23,97,6,20,28
2024/3/5,6086,1167,662,85774,1666,97927,2431,39077,65823,5935,769,505,887,514,840,6015,7118,19029,39813,37687,7295,5491,5006.241779,48,6,8,39,14,79,32
2024/3/6,6539,1080,901,12760,1648,48685,1284,39639,73363,5652,823,974,816,584,914,3025,9397,49247,31342,39305,8299,7300,28494.94277,68,38,87,5,67,64,63
2024/3/7,8398,1157,531,79894,1441,63962,411,85574,81826,3383,709,952,572,605,674,5119,9530,33293,37049,42251,7218,4291,41339.43864,92,49,1,89,44,7,4
2024/3/8,2612,2292,620,66770,1508,73885,885,96345,63646,9314,579,627,630,905,646,6833,4323,14996,36643,44173,9681,4899,51531.46111,89,49,40,18,25,73,34
2024/3/9,4740,1045,717,32350,1969,64859,2648,95807,51142,7351,675,540,906,674,744,3620,5899,28372,49315,56046,7796,8997,13361.29698,79,79,9,28,53,54,50
2024/3/10,2715,4459,626,85909,694,22935,767,33741,93298,7958,966,743,656,723,854,3844,4486,9557,53205,29901,6677,9473,19642.94643,87,50,25,22,13,95,94
2024/3/11,3533,3954,620,70625,2244,96084,2679,54230,55602,8011,541,629,525,863,845,4074,1344,38144,56205,32683,5100,5776,42339.35003,37,92,68,7,67,45,13
2024/3/12,9028,4111,789,87853,2335,82699,1454,90822,69668,3290,859,669,747,607,631,4863,8250,15639,27250,53726,6857,9290,13883.96073,52,79,46,41,64,72,92
2024/3/13,2197,682,873,89687,2548,27180,556,52714,62505,8845,879,956,857,760,617,8305,1992,21585,44725,12846,9453,7863,50770.6508,51,54,34,47,69,74,18
2024/3/14,3344,4775,988,89136,300,45605,1649,32566,72660,3589,697,588,677,881,581,7360,5810,8129,53755,19619,6453,3569,50338.39733,34,77,56,50,96,92,6
2024/3/15,7084,3215,893,25127,2826,15136,2063,75018,55064,8162,920,522,540,841,557,7426,6614,30088,23939,51184,6627,8098,11665.89565,97,35,54,43,72,79,17
2024/3/16,2315,1716,583,15486,507,22146,1514,43047,86248,2133,789,950,503,520,837,794,6649,39073,32608,35619,6564,5295,57662.64534,74,37,58,63,33,75,97
2024/3/17,5835,4138,679,50674,2291,50854,356,80896,52274,9077,732,891,729,905,897,1929,6480,42692,41356,46256,9002,8863,56560.49202,53,2,8,7,78,83,76
2024/3/18,2826,3885,837,91211,1674,92861,1685,31255,95721,6041,777,864,554,746,918,4863,4617,16965,43309,59497,9596,6737,66196.53553,61,21,43,83,17,59,38
2024/3/19,6979,1590,974,42739,419,81785,624,37042,59562,7093,998,838,753,992,680,1496,8943,14601,44109,11459,5435,6444,40228.37748,46,60,41,98,81,64,40
2024/3/20,4008,4431,624,3501,379,66958,611,81882,96253,6205,631,631,740,599,598,8542,911,9635,34938,19355,6082,6131,77969.3895,79,36,74,0,54,6,55
2024/3/21,8839,3952,776,56111,589,32417,1645,53515,79833,6956,758,626,989,682,987,5320,8371,37739,46450,57633,5202,1675,22226.46278,80,7,4,41,41,50,31
2024/3/22,3803,3097,849,66750,1276,74883,386,72703,71398,9042,751,728,912,702,967,4110,3309,35646,19049,16701,9077,2172,3495.826148,79,84,6,25,51,96,95
2024/3/23,5964,4357,853,20642,647,31122,2097,42878,91946,6742,682,597,517,769,577,7981,4382,44947,24749,19356,9179,6653,44871.00945,60,64,95,91,14,71,57
2024/3/24,4177,3822,579,4364,2626,56255,1244,77630,69852,5415,698,770,706,872,626,1998,3046,26132,32295,32554,6635,3106,53989.41347,91,2,3,0,24,2,20
2024/3/25,8052,4581,786,93193,2792,38780,133,93477,73511,8638,671,537,830,670,756,3580,1982,40226,30229,13082,6984,3874,48377.46388,38,8,62,76,88,92,58
2024/3/26,4487,2077,927,87741,481,65825,1586,88431,86488,4724,824,907,780,517,612,4412,557,44511,11938,30056,5933,7702,11870.28745,46,45,10,19,9,36,33
2024/3/27,3588,3665,791,30121,718,85997,1611,90843,76542,2810,812,752,592,779,710,1296,8096,35015,23454,11124,7818,2863,55832.32757,68,26,42,69,79,87,35
2024/3/28,3282,2221,742,37029,393,39626,1370,94593,58504,4654,566,790,986,511,649,4157,4522,14050,27768,41978,5697,1889,65544.81103,48,80,5,16,57,10,3
2024/3/29,7397,2046,803,25197,778,16457,2233,70349,80479,5222,911,547,592,839,731,9823,1023,39467,46586,15544,7071,8268,59882.48743,40,32,4,57,4,14,43
2024/3/30,6037,1452,969,93484,463,75951,2069,86730,65383,6273,631,731,854,842,693,3450,7379,7050,37255,50594,9820,8381,15593.99134,49,62,78,35,44,71,2
2024/3/31,8392,4640,943,3010,303,76057,901,53592,81413,7287,881,544,816,698,821,1586,3706,20650,16684,57744,6061,1604,37060.32683,69,24,24,29,22,94,96
2024/4/1,8880,2743,977,62320,1160,88678,640,96201,61441,5397,945,539,517,578,965,7680,5364,30533,19519,35032,6880,6121,58857.3711,15,50,35,37,50,15,15
2024/4/2,6578,914,803,99023,710,71077,873,76929,64675,6766,900,887,989,972,517,5359,8239,15250,31141,10844,8653,9544,74448.78811,72,62,18,1,11,32,98
2024/4/3,1664,640,820,78346,2556,31917,1694,83207,95248,3049,679,896,957,568,781,8005,8772,26882,51542,42451,8368,2836,40360.93822,31,29,1,52,97,36,24
2024/4/4,8942,3865,651,69083,2910,65043,2169,40096,63534,7554,760,637,685,882,872,7680,6222,25782,31086,41277,6791,1782,39962.92815,16,86,55,62,27,85,45
2024/4/5,5990,3095,717,51585,744,67335,1834,62469,61462,3145,736,840,872,996,910,8825,9777,35550,24463,25129,7834,5372,6555.247951,82,76,69,7,62,21,35
2024/4/6,7847,2947,852,29702,1076,30825,667,79216,72395,9579,822,601,622,539,935,3887,6719,39965,44426,20350,6353,4314,24809.48051,54,71,15,93,58,52,82
2024/4/7,9334,4365,788,12233,2119,52839,1199,85035,83568,8929,878,927,838,667,929,2262,2663,45891,26913,37025,9939,7419,84257.56929,87,5,22,0,15,13,54
2024/4/8,6616,1504,922,26723,1617,67751,2724,73282,87524,7201,704,850,752,779,925,4981,6800,14448,23036,13453,6246,8330,35481.7828,96,29,49,58,89,59,51
2024/4/9,9421,1113,971,28335,2497,47265,408,97370,76060,4803,617,993,858,920,886,1787,2178,32148,29435,20579,5592,2148,4324.73037,79,63,23,80,54,40,81
2024/4/10,2003,1806,826,86472,1666,69149,2302,77504,76689,6449,857,648,989,850,870,1225,5959,36771,22570,42874,5649,3510,1893.693426,82,81,92,41,11,98,87
2024/4/11,8127,550,740,59486,872,77555,2418,83562,60121,7145,957,923,670,504,616,2556,9324,32094,34560,10354,8559,1496,32087.12406,51,40,44,51,31,53,75
2024/4/12,6165,4581,835,62464,2634,90806,2131,58008,72938,7380,854,900,618,531,709,673,5175,24783,55118,54732,7401,3719,62776.29403,59,59,85,78,7,16,2
2024/4/13,5584,4826,891,27392,2939,96856,417,57054,80663,7765,669,993,537,930,672,1313,9819,12388,38084,30448,7290,4811,2369.943342,47,68,81,45,2,18,29
2024/4/14,8177,4921,646,55203,2629,92774,367,48932,51880,5021,924,622,812,954,723,6240,533,20245,17238,31464,9796,2070,27416.68419,71,55,27,30,99,67,13
2024/4/15,2952,1976,709,38158,1139,46181,558,96463,76269,2552,801,575,720,525,713,2466,1133,37676,24281,46848,6200,6035,21633.58735,44,23,58,37,67,44,64
2024/4/16,7511,2341,578,80542,2419,80798,2708,63053,55945,6451,812,763,644,666,556,2900,3896,12641,58366,47423,9863,8508,36592.37433,76,1,19,61,4,40,2
2024/4/17,9364,4029,948,5458,1441,28574,1141,56702,59147,2901,943,625,780,826,952,4259,7900,50297,44101,59804,8424,4857,48841.97454,22,80,59,96,45,92,36
2024/4/18,7339,1747,914,32383,1142,30065,1099,96155,53741,1956,643,932,948,761,689,806,1942,45853,48678,21801,6220,3851,93436.3324,55,45,84,68,83,67,63
2024/4/19,8758,2461,544,16492,1958,13382,1545,84606,86176,8295,635,552,608,598,733,1142,2928,10200,41892,21944,9303,6459,14827.69339,71,55,95,15,87,14,21
2024/4/20,8291,4185,948,70909,389,73456,331,68215,88273,4660,775,953,693,871,964,4133,3201,59797,15542,21792,5549,9508,42414.4011,14,57,1,84,59,20,77
2024/4/21,8204,2103,655,57577,1572,65658,2377,91277,85983,3325,666,696,960,827,941,6041,7580,26618,40348,12469,6210,1482,2981.874462,63,71,88,39,21,71,4
2024/4/22,2121,1945,908,26501,344,61488,2452,90834,87088,3663,878,820,914,637,817,3074,3523,55163,45161,24637,7154,1388,75819.55926,39,19,27,6,49,54,98
2024/4/23,2872,3091,875,49817,1635,61269,151,46087,83412,1881,929,797,840,642,664,3072,9100,17687,13914,11950,8410,6206,66387.42073,24,87,71,90,89,7,54
2024/4/24,1070,1439,976,79937,2910,76077,255,99235,85119,2654,916,945,808,990,525,715,7631,52214,44868,13088,6036,8125,63499.0469,54,19,16,83,70,69,58
2024/4/25,2948,1672,737,44199,1745,82037,2541,83251,70070,7857,835,613,966,997,533,7902,4276,22411,59735,40202,6457,7154,43436.26149,25,13,1,92,72,70,63
2024/4/26,6679,3767,541,50347,582,95341,1967,50606,85506,8495,932,980,505,532,737,1357,9994,49792,59670,31629,8556,8146,30688.90529,65,17,50,31,6,8,89
2024/4/27,1958,2327,790,90567,1368,67492,1028,62102,82594,8723,655,866,871,751,994,3947,3068,55857,20072,57973,7686,5958,41430.50858,19,17,0,96,30,37,18
2024/4/28,1090,2819,544,3399,1569,51699,2427,58473,84151,1440,506,571,635,592,718,5894,8720,33894,23207,20529,7179,3900,28931.44005,12,99,98,27,79,54,90
2024/4/29,8048,4016,525,29969,542,60972,1473,75884,56008,1545,862,752,763,624,607,3867,7665,13813,37658,56651,8442,1933,36404.57252,51,70,24,78,47,44,2
2024/4/30,4647,1503,762,65442,805,63975,1888,79088,89845,9145,501,746,690,915,502,5578,4399,51407,49036,44582,5165,9296,25555.33355,11,72,36,97,94,71,78
2024/5/1,8530,3515,608,74785,2480,11849,2677,50794,76781,6244,567,646,690,510,959,801,7318,15592,58747,11405,6186,6149,11731.14872,28,14,43,83,18,48,65
2024/5/2,9573,2604,743,40865,1910,82157,883,92625,77964,7946,843,642,791,689,562,3732,7543,31949,46224,28664,5586,8030,35031.99281,27,59,97,36,64,23,73
2024/5/3,4199,3281,889,92216,1863,79471,758,32369,61722,1248,973,762,816,935,814,9570,3044,24630,23684,51554,8040,9880,38922.4586,26,69,30,67,52,75,63
2024/5/4,7320,1438,681,3716,2466,14586,529,58659,58465,7447,702,736,993,876,842,2880,1892,44016,37661,25437,9879,3366,75588.43476,1,9,96,79,66,5,29
2024/5/5,7810,3115,857,8844,810,44392,1625,43872,90165,1005,689,607,902,911,751,3433,8592,45532,21040,13969,6763,1713,67267.42647,78,98,5,18,33,66,37
2024/5/6,6968,3327,704,39827,353,99505,1620,69821,77205,2395,867,583,894,676,967,4101,8307,8535,54384,10200,7497,9037,79304.24614,12,41,24,37,41,74,66
2024/5/7,7678,3619,648,52419,1564,56166,371,31347,72046,6531,757,612,822,734,855,1726,7284,30579,25319,59548,5336,6733,44516.20098,54,54,68,82,23,7,74
2024/5/8,9007,3417,980,81729,1553,72501,837,34883,86936,1266,561,713,908,844,783,5524,3427,14735,40694,11402,6009,4152,30569.62974,97,9,90,69,24,58,13
